
   # PLAYER                       :  RATING  ERROR      POINTS    PLAYED   (%)  CFS(%)        W        D        L  D(%)
 785 weights_run2_591141.pb.gz    :    2383      5     10615.5     22000  48.3      50     7082     7067     7851  32.1
 786 weights_run2_591135.pb.gz    :    2383      4     10565.0     22000  48.0      50     7135     6860     8005  31.2
 787 weights_run2_701401.pb.gz    :    2383      4     12704.0     26000  48.9      50     8937     7534     9529  29.0
 788 weights_run2_701564.pb.gz    :    2383      4     12947.5     26000  49.8      50     8901     8093     9006  31.1
 789 weights_run2_703481.pb.gz    :    2383      4     12661.0     26000  48.7      50     9160     7002     9838  26.9
 790 weights_run2_701398.pb.gz    :    2383      4     12767.0     26000  49.1      50     8971     7592     9437  29.2
 791 weights_run2_701841.pb.gz    :    2383      4     12892.0     26000  49.6      51     9111     7562     9327  29.1
 792 weights_run2_701758.pb.gz    :    2383      4     12804.0     26000  49.2      50     8959     7690     9351  29.6
 793 weights_run2_591155.pb.gz    :    2383      5     10565.5     22000  48.0      50     7099     6933     7968  31.5
 794 weights_run2_703524.pb.gz    :    2383      4     11767.5     24000  49.0      50     8494     6547     8959  27.3
 795 weights_run2_703609.pb.gz    :    2383      4     11564.0     24000  48.2      50     8082     6964     8954  29.0
 796 weights_run2_703575.pb.gz    :    2383      5     11789.5     24000  49.1      51     8587     6405     9008  26.7
 797 weights_run2_701676.pb.gz    :    2383      4     12652.0     26000  48.7      51     8733     7838     9429  30.1
 798 weights_run2_701550.pb.gz    :    2383      4     12931.5     26000  49.7      51     9077     7709     9214  29.6
 799 weights_run2_703597.pb.gz    :    2383      4     11630.0     24000  48.5      50     8502     6256     9242  26.1
 800 weights_run2_701441.pb.gz    :    2383      4     12749.0     26000  49.0      50     8899     7700     9401  29.6
 801 weights_run2_701376.pb.gz    :    2383      4     12838.0     26000  49.4      50     8680     8316     9004  32.0
 802 weights_run2_701484.pb.gz    :    2383      3     12722.5     26000  48.9      50     8926     7593     9481  29.2
 803 weights_run2_701643.pb.gz    :    2383      4     12696.5     26000  48.8      50     9093     7207     9700  27.7
 804 weights_run2_701855.pb.gz    :    2383      4     12858.5     26000  49.5      50     9020     7677     9303  29.5
 805 weights_run2_701660.pb.gz    :    2383      4     12673.5     26000  48.7      50     8960     7427     9613  28.6
 806 weights_run2_701427.pb.gz    :    2383      3     12767.0     26000  49.1      50     8970     7594     9436  29.2
 807 weights_run2_703734.pb.gz    :    2383      4     10464.5     22000  47.6      50     7241     6447     8312  29.3
 808 weights_run2_701399.pb.gz    :    2383      4     12715.5     26000  48.9      50     8851     7729     9420  29.7
 809 weights_run2_701511.pb.gz    :    2383      4     12878.0     26000  49.5      50     9118     7520     9362  28.9
 810 weights_run2_703646.pb.gz    :    2383      4     11517.0     24000  48.0      50     8261     6512     9227  27.1
 811 weights_run2_703696.pb.gz    :    2383      5     11502.5     24000  47.9      50     8064     6877     9059  28.7
 812 weights_run2_591143.pb.gz    :    2383      4     10588.0     22000  48.1      50     7332     6512     8156  29.6
 813 weights_run2_703697.pb.gz    :    2383      5     11515.5     24000  48.0      50     7889     7253     8858  30.2
 814 weights_run2_703577.pb.gz    :    2383      4     11725.0     24000  48.9      50     8370     6710     8920  28.0
 815 weights_run2_701867.pb.gz    :    2383      4     12774.0     26000  49.1      51     8810     7928     9262  30.5
 816 weights_run2_701878.pb.gz    :    2383      4     12844.0     26000  49.4      50     8797     8094     9109  31.1
 817 weights_run2_701908.pb.gz    :    2383      3     12899.5     26000  49.6      50     9044     7711     9245  29.7
 818 weights_run2_703503.pb.gz    :    2383      4     12706.5     26000  48.9      50     9009     7395     9596  28.4
 819 weights_run2_591154.pb.gz    :    2383      5     10621.5     22000  48.3      50     7308     6627     8065  30.1
 820 weights_run2_703582.pb.gz    :    2383      5     11717.5     24000  48.8      50     8455     6525     9020  27.2
 821 weights_run2_701902.pb.gz    :    2383      5     12903.5     26000  49.6      50     9045     7717     9238  29.7
 822 weights_run2_701654.pb.gz    :    2383      4     12687.5     26000  48.8      50     8903     7569     9528  29.1
 823 weights_run2_703604.pb.gz    :    2383      4     11603.0     24000  48.3      50     8542     6122     9336  25.5
 824 weights_run2_701642.pb.gz    :    2383      4     12744.5     26000  49.0      50     8930     7629     9441  29.3
 825 weights_run2_703796.pb.gz    :    2383      5      9381.0     20000  46.9      50     6264     6234     7502  31.2
 826 weights_run2_701737.pb.gz    :    2383      3     12745.0     26000  49.0      50     8970     7550     9480  29.0
 827 weights_run2_703785.pb.gz    :    2383      4      9508.5     20000  47.5      50     6634     5749     7617  28.7
 828 weights_run2_701866.pb.gz    :    2383      4     12798.5     26000  49.2      50     8769     8059     9172  31.0
 829 weights_run2_591153.pb.gz    :    2383      4     10610.5     22000  48.2      51     7072     7077     7851  32.2
 830 weights_run2_591045.pb.gz    :    2383      5     11760.0     24000  49.0      50     8074     7372     8554  30.7
 831 weights_run2_701562.pb.gz    :    2383      4     12918.0     26000  49.7      51     9055     7726     9219  29.7
 832 weights_run2_701360.pb.gz    :    2382      4     12717.0     26000  48.9      50     8710     8014     9276  30.8
 833 weights_run2_701445.pb.gz    :    2382      4     12738.5     26000  49.0      50     8886     7705     9409  29.6
 834 weights_run2_591078.pb.gz    :    2382      4     11586.0     24000  48.3      50     7861     7450     8689  31.0
 835 weights_run2_703598.pb.gz    :    2382      5     11586.5     24000  48.3      50     8383     6407     9210  26.7
 836 weights_run2_701648.pb.gz    :    2382      4     12769.0     26000  49.1      50     9095     7348     9557  28.3
 837 weights_run2_703722.pb.gz    :    2382      5     10519.0     22000  47.8      50     7309     6420     8271  29.2
 838 weights_run2_703540.pb.gz    :    2382      4     11737.5     24000  48.9      50     8233     7009     8758  29.2
 839 weights_run2_591159.pb.gz    :    2382      4     10518.0     22000  47.8      50     7126     6784     8090  30.8
 840 weights_run2_701555.pb.gz    :    2382      4     12898.0     26000  49.6      50     9028     7740     9232  29.8
 841 weights_run2_703803.pb.gz    :    2382      5      8436.0     18000  46.9      50     5693     5486     6821  30.5
 842 weights_run2_701904.pb.gz    :    2382      4     12845.5     26000  49.4      51     8920     7851     9229  30.2
 843 weights_run2_703668.pb.gz    :    2382      4     11429.0     24000  47.6      50     8208     6442     9350  26.8
 844 weights_run2_701687.pb.gz    :    2382      4     12787.0     26000  49.2      50     8972     7630     9398  29.3
 845 weights_run2_701773.pb.gz    :    2382      4     12680.5     26000  48.8      50     8938     7485     9577  28.8
 846 weights_run2_703478.pb.gz    :    2382      3     12749.0     26000  49.0      50     8937     7624     9439  29.3
 847 weights_run2_703618.pb.gz    :    2382      4     11672.0     24000  48.6      50     8505     6334     9161  26.4
 848 weights_run2_701763.pb.gz    :    2382      4     12667.5     26000  48.7      50     8945     7445     9610  28.6
 849 weights_run2_701369.pb.gz    :    2382      4     12712.0     26000  48.9      50     8660     8104     9236  31.2
 850 weights_run2_702263.pb.gz    :    2382      4     13111.5     26000  50.4      50     9436     7351     9213  28.3
 851 weights_run2_591131.pb.gz    :    2382      4     10564.5     22000  48.0      50     7263     6603     8134  30.0
 852 weights_run2_701444.pb.gz    :    2382      4     12666.5     26000  48.7      51     8776     7781     9443  29.9
 853 weights_run2_701725.pb.gz    :    2382      4     12763.5     26000  49.1      50     8960     7607     9433  29.3
 854 weights_run2_703652.pb.gz    :    2382      4     11543.5     24000  48.1      50     8156     6775     9069  28.2
 855 weights_run2_703675.pb.gz    :    2382      4     11452.5     24000  47.7      50     7990     6925     9085  28.9
 856 weights_run2_701846.pb.gz    :    2382      4     12859.0     26000  49.5      51     8834     8050     9116  31.0
 857 weights_run2_701392.pb.gz    :    2382      4     12757.0     26000  49.1      50     8983     7548     9469  29.0
 858 weights_run2_591199.pb.gz    :    2382      4      9589.0     20000  47.9      50     6452     6274     7274  31.4
 859 weights_run2_703605.pb.gz    :    2382      5     11487.0     24000  47.9      50     8135     6704     9161  27.9
 860 weights_run2_591055.pb.gz    :    2382      4     11769.0     24000  49.0      50     8040     7458     8502  31.1
 861 weights_run2_701718.pb.gz    :    2382      4     12785.5     26000  49.2      50     9102     7367     9531  28.3
 862 weights_run2_703498.pb.gz    :    2382      4     12671.0     26000  48.7      50     9022     7298     9680  28.1
 863 weights_run2_703182.pb.gz    :    2382      4     12972.5     26000  49.9      50     9229     7487     9284  28.8
 864 weights_run2_703495.pb.gz    :    2382      4     12654.5     26000  48.7      51     8996     7317     9687  28.1
 865 weights_run2_701673.pb.gz    :    2382      4     12608.0     26000  48.5      50     8778     7660     9562  29.5
 866 weights_run2_701853.pb.gz    :    2382      4     12751.5     26000  49.0      50     8737     8029     9234  30.9
 867 weights_run2_591105.pb.gz    :    2382      4     11599.5     24000  48.3      50     8211     6777     9012  28.2
 868 weights_run2_701803.pb.gz    :    2382      4     12749.0     26000  49.0      50     8800     7898     9302  30.4
 869 weights_run2_701716.pb.gz    :    2382      4     12819.0     26000  49.3      50     9063     7512     9425  28.9
 870 weights_run2_701481.pb.gz    :    2382      4     12753.5     26000  49.1      50     8837     7833     9330  30.1
 871 weights_run2_703738.pb.gz    :    2382      5     10437.5     22000  47.4      50     7310     6255     8435  28.4
 872 weights_run2_591048.pb.gz    :    2382      4     11785.0     24000  49.1      50     8194     7182     8624  29.9
 873 weights_run2_703619.pb.gz    :    2382      4     11633.0     24000  48.5      50     8304     6658     9038  27.7
 874 weights_run2_701478.pb.gz    :    2382      4     12821.5     26000  49.3      50     8763     8117     9120  31.2
 875 weights_run2_701404.pb.gz    :    2382      4     12843.5     26000  49.4      50     9043     7601     9356  29.2
 876 weights_run2_701451.pb.gz    :    2382      4     12774.0     26000  49.1      50     9008     7532     9460  29.0
 877 weights_run2_701877.pb.gz    :    2382      4     12789.0     26000  49.2      51     8820     7938     9242  30.5
 878 weights_run2_701522.pb.gz    :    2382      4     12881.5     26000  49.5      50     8978     7807     9215  30.0
 879 weights_run2_701850.pb.gz    :    2382      5     12757.0     26000  49.1      50     8847     7820     9333  30.1
 880 weights_run2_701384.pb.gz    :    2382      4     12753.5     26000  49.1      50     8829     7849     9322  30.2
 881 weights_run2_703645.pb.gz    :    2382      5     11509.5     24000  48.0      50     8116     6787     9097  28.3
 882 weights_run2_703689.pb.gz    :    2382      4     11527.5     24000  48.0      50     8113     6829     9058  28.5
 883 weights_run2_591035.pb.gz    :    2382      4     11807.0     24000  49.2      51     8127     7360     8513  30.7
 884 weights_run2_591206.pb.gz    :    2382      4      9588.0     20000  47.9      50     6466     6244     7290  31.2
 885 weights_run2_701921.pb.gz    :    2382      4     12772.0     26000  49.1      50     8874     7796     9330  30.0
 886 weights_run2_701380.pb.gz    :    2382      4     12737.5     26000  49.0      50     8856     7763     9381  29.9
 887 weights_run2_701907.pb.gz    :    2382      5     12862.5     26000  49.5      50     9195     7335     9470  28.2
 888 weights_run2_703654.pb.gz    :    2382      4     11429.5     24000  47.6      50     7864     7131     9005  29.7
 889 weights_run2_701633.pb.gz    :    2382      4     12739.0     26000  49.0      50     8971     7536     9493  29.0
 890 weights_run2_591028.pb.gz    :    2382      4     11823.0     24000  49.3      51     8005     7636     8359  31.8
 891 weights_run2_701864.pb.gz    :    2382      3     12678.0     26000  48.8      50     8905     7546     9549  29.0
 892 weights_run2_591181.pb.gz    :    2382      5     10482.0     22000  47.6      50     7114     6736     8150  30.6
 893 weights_run2_701364.pb.gz    :    2382      4     12796.0     26000  49.2      50     8804     7984     9212  30.7
 894 weights_run2_703539.pb.gz    :    2382      4     11608.0     24000  48.4      50     8320     6576     9104  27.4
 895 weights_run2_701469.pb.gz    :    2382      4     12624.5     26000  48.6      50     8691     7867     9442  30.3
 896 weights_run2_701359.pb.gz    :    2382      4     12789.0     26000  49.2      50     8895     7788     9317  30.0
 897 weights_run2_701833.pb.gz    :    2382      4     12636.5     26000  48.6      50     8733     7807     9460  30.0
 898 weights_run2_701709.pb.gz    :    2381      4     12653.0     26000  48.7      50     8864     7578     9558  29.1
 899 weights_run2_701826.pb.gz    :    2381      4     12685.0     26000  48.8      50     8978     7414     9608  28.5
 900 weights_run2_703493.pb.gz    :    2381      4     12633.0     26000  48.6      50     9065     7136     9799  27.4
 901 weights_run2_591033.pb.gz    :    2381      4     11854.0     24000  49.4      51     8334     7040     8626  29.3
 902 weights_run2_703678.pb.gz    :    2381      4     11434.5     24000  47.6      50     8027     6815     9158  28.4
 903 weights_run2_591104.pb.gz    :    2381      4     11634.5     24000  48.5      50     8057     7155     8788  29.8
 904 weights_run2_701487.pb.gz    :    2381      4     12798.5     26000  49.2      50     9086     7425     9489  28.6
 905 weights_run2_701363.pb.gz    :    2381      4     12762.0     26000  49.1      50     8937     7650     9413  29.4
 906 weights_run2_703297.pb.gz    :    2381      4     13027.5     26000  50.1      51     9326     7403     9271  28.5
 907 weights_run2_701728.pb.gz    :    2381      4     12690.5     26000  48.8      50     8812     7757     9431  29.8
 908 weights_run2_701772.pb.gz    :    2381      4     12637.5     26000  48.6      50     8764     7747     9489  29.8
 909 weights_run2_591195.pb.gz    :    2381      4     10577.5     22000  48.1      50     7183     6789     8028  30.9
 910 weights_run2_591202.pb.gz    :    2381      5      9629.5     20000  48.1      50     6632     5995     7373  30.0
 911 weights_run2_701859.pb.gz    :    2381      4     12724.5     26000  48.9      50     8702     8045     9253  30.9
 912 weights_run2_591207.pb.gz    :    2381      5      9612.5     20000  48.1      50     6494     6237     7269  31.2
 913 weights_run2_591073.pb.gz    :    2381      4     11683.5     24000  48.7      50     8171     7025     8804  29.3
 914 weights_run2_701386.pb.gz    :    2381      4     12713.5     26000  48.9      51     8959     7509     9532  28.9
 915 weights_run2_701468.pb.gz    :    2381      3     12711.5     26000  48.9      50     8810     7803     9387  30.0
 916 weights_run2_703660.pb.gz    :    2381      4     11340.5     24000  47.3      50     7848     6985     9167  29.1
 917 weights_run2_591025.pb.gz    :    2381      4     11826.0     24000  49.3      51     8073     7506     8421  31.3
 918 weights_run2_703508.pb.gz    :    2381      5     12562.5     26000  48.3      50     8952     7221     9827  27.8
 919 weights_run2_591186.pb.gz    :    2381      5     10458.0     22000  47.5      50     7109     6698     8193  30.4
 920 weights_run2_591051.pb.gz    :    2381      4     11708.5     24000  48.8      51     7970     7477     8553  31.2
 921 weights_run2_703167.pb.gz    :    2381      4     12981.5     26000  49.9      50     9212     7539     9249  29.0
 922 weights_run2_591037.pb.gz    :    2381      4     11792.5     24000  49.1      51     8044     7497     8459  31.2
 923 weights_run2_703480.pb.gz    :    2381      3     12613.0     26000  48.5      51     8921     7384     9695  28.4
 924 weights_run2_701745.pb.gz    :    2381      4     12663.5     26000  48.7      50     9067     7193     9740  27.7
 925 weights_run2_701696.pb.gz    :    2381      4     12695.5     26000  48.8      50     8909     7573     9518  29.1
 926 weights_run3_714327.pb.gz    :    2381      4     13638.5     26000  52.5      50     9925     7427     8648  28.6
 927 weights_run2_703506.pb.gz    :    2381      4     12595.5     26000  48.4      50     8829     7533     9638  29.0
 928 weights_run2_703554.pb.gz    :    2381      4     11541.0     24000  48.1      50     8163     6756     9081  28.1
 929 weights_run2_701454.pb.gz    :    2381      4     12676.0     26000  48.8      50     8731     7890     9379  30.3
 930 weights_run2_701865.pb.gz    :    2381      4     12745.5     26000  49.0      50     8822     7847     9331  30.2
 931 weights_run2_701298.pb.gz    :    2381      4     12876.5     26000  49.5      50     8988     7777     9235  29.9
 932 weights_run2_701366.pb.gz    :    2381      4     12603.5     26000  48.5      50     8720     7767     9513  29.9
 933 weights_run2_701967.pb.gz    :    2381      4     12784.5     26000  49.2      50     9066     7437     9497  28.6
 934 weights_run2_701777.pb.gz    :    2381      4     12675.5     26000  48.8      50     8933     7485     9582  28.8
 935 weights_run2_701467.pb.gz    :    2381      4     12684.0     26000  48.8      50     8919     7530     9551  29.0
 936 weights_run2_703561.pb.gz    :    2381      5     11599.0     24000  48.3      50     8187     6824     8989  28.4
 937 weights_run2_701436.pb.gz    :    2381      4     12618.0     26000  48.5      50     8829     7578     9593  29.1
 938 weights_run2_701793.pb.gz    :    2381      4     12626.5     26000  48.6      50     8683     7887     9430  30.3
 939 weights_run2_701973.pb.gz    :    2381      4     12900.0     26000  49.6      50     9007     7786     9207  29.9
 940 weights_run2_701622.pb.gz    :    2381      4     12757.0     26000  49.1      51     8800     7914     9286  30.4
 941 weights_run2_701937.pb.gz    :    2381      5     12701.0     26000  48.9      50     8888     7626     9486  29.3
 942 weights_run2_591082.pb.gz    :    2381      4     11590.0     24000  48.3      50     7960     7260     8780  30.3
 943 weights_run2_701834.pb.gz    :    2381      4     12728.5     26000  49.0      50     8859     7739     9402  29.8
 944 weights_run2_701437.pb.gz    :    2381      4     12629.5     26000  48.6      50     9045     7169     9786  27.6
 945 weights_run2_591014.pb.gz    :    2381      4     11824.0     24000  49.3      50     8165     7318     8517  30.5
 946 weights_run2_701781.pb.gz    :    2381      4     12749.5     26000  49.0      50     8791     7917     9292  30.4
 947 weights_run2_590999.pb.gz    :    2381      4     11899.5     24000  49.6      50     8418     6963     8619  29.0
 948 weights_run2_703602.pb.gz    :    2381      5     11532.0     24000  48.0      50     8251     6562     9187  27.3
 949 weights_run2_703772.pb.gz    :    2381      4     10437.0     22000  47.4      50     7399     6076     8525  27.6
 950 weights_run2_701838.pb.gz    :    2381      4     12743.0     26000  49.0      50     8830     7826     9344  30.1
 951 weights_run2_701502.pb.gz    :    2380      4     12801.0     26000  49.2      50     8960     7682     9358  29.5
 952 weights_run2_701659.pb.gz    :    2380      4     12635.0     26000  48.6      50     8796     7678     9526  29.5
 953 weights_run2_591006.pb.gz    :    2380      4     11920.0     24000  49.7      51     8281     7278     8441  30.3
 954 weights_run2_591034.pb.gz    :    2380      4     11751.0     24000  49.0      50     8110     7282     8608  30.3
 955 weights_run2_703805.pb.gz    :    2380      6      8384.5     18000  46.6      50     5684     5401     6915  30.0
 956 weights_run2_703753.pb.gz    :    2380      4     10438.0     22000  47.4      50     7315     6246     8439  28.4
 957 weights_run2_701667.pb.gz    :    2380      4     12500.0     26000  48.1      50     8505     7990     9505  30.7
 958 weights_run2_701273.pb.gz    :    2380      4     12938.0     26000  49.8      51     9189     7498     9313  28.8
 959 weights_run2_701925.pb.gz    :    2380      4     12731.5     26000  49.0      50     8908     7647     9445  29.4
 960 weights_run2_701913.pb.gz    :    2380      4     12825.0     26000  49.3      50     8854     7942     9204  30.5
 961 weights_run2_701903.pb.gz    :    2380      4     12721.5     26000  48.9      50     8613     8217     9170  31.6
 962 weights_run2_703515.pb.gz    :    2380      4     11693.0     24000  48.7      50     8109     7168     8723  29.9
 963 weights_run2_703616.pb.gz    :    2380      4     11503.5     24000  47.9      50     8211     6585     9204  27.4
 964 weights_run2_703546.pb.gz    :    2380      4     11712.0     24000  48.8      50     8328     6768     8904  28.2
 965 weights_run2_701485.pb.gz    :    2380      4     12746.5     26000  49.0      50     8797     7899     9304  30.4
 966 weights_run2_703492.pb.gz    :    2380      5     12661.0     26000  48.7      50     9094     7134     9772  27.4
 967 weights_run2_703544.pb.gz    :    2380      4     11670.0     24000  48.6      50     8095     7150     8755  29.8
 968 weights_run2_701941.pb.gz    :    2380      4     12708.0     26000  48.9      50     8867     7682     9451  29.5
 969 weights_run2_701409.pb.gz    :    2380      4     12685.0     26000  48.8      50     8625     8120     9255  31.2
 970 weights_run2_701914.pb.gz    :    2380      4     12753.5     26000  49.1      50     9014     7479     9507  28.8
 971 weights_run2_703542.pb.gz    :    2380      4     11651.0     24000  48.5      50     8288     6726     8986  28.0
 972 weights_run3_714334.pb.gz    :    2380      4     13295.5     26000  51.1      51     9631     7329     9040  28.2
 973 weights_run2_701744.pb.gz    :    2380      4     11638.5     24000  48.5      50     8160     6957     8883  29.0
 974 weights_run2_703178.pb.gz    :    2380      4     12885.0     26000  49.6      50     9086     7598     9316  29.2
 975 weights_run2_701466.pb.gz    :    2380      4     12661.5     26000  48.7      50     8825     7673     9502  29.5
 976 weights_run2_701787.pb.gz    :    2380      4     12670.0     26000  48.7      50     8701     7938     9361  30.5
 977 weights_run2_591059.pb.gz    :    2380      4     11808.5     24000  49.2      50     8101     7415     8484  30.9
 978 weights_run2_701884.pb.gz    :    2380      4     12866.5     26000  49.5      50     9091     7551     9358  29.0
 979 weights_run2_701743.pb.gz    :    2380      4     12555.5     26000  48.3      50     8817     7477     9706  28.8
 980 weights_run2_591222.pb.gz    :    2380      5      8498.0     18000  47.2      50     5729     5538     6733  30.8
 981 weights_run2_703578.pb.gz    :    2380      4     11603.0     24000  48.3      50     8315     6576     9109  27.4
 982 weights_run2_701762.pb.gz    :    2380      4     12669.0     26000  48.7      50     8910     7518     9572  28.9
 983 weights_run2_591042.pb.gz    :    2380      4     11745.5     24000  48.9      50     7971     7549     8480  31.5
 984 weights_run2_701479.pb.gz    :    2380      4     12675.0     26000  48.8      50     8795     7760     9445  29.8
 985 weights_run2_591021.pb.gz    :    2380      4     11815.0     24000  49.2      50     8005     7620     8375  31.8
 986 weights_run2_701449.pb.gz    :    2380      4     12679.5     26000  48.8      50     8738     7883     9379  30.3
 987 weights_run2_703514.pb.gz    :    2380      4     11599.0     24000  48.3      50     7935     7328     8737  30.5
 988 weights_run2_591098.pb.gz    :    2380      4     11470.0     24000  47.8      50     7705     7530     8765  31.4
 989 weights_run2_701929.pb.gz    :    2380      4     12680.5     26000  48.8      50     8837     7687     9476  29.6
 990 weights_run3_714336.pb.gz    :    2380      5     13254.0     26000  51.0      50     9406     7696     8898  29.6
 991 weights_run2_703676.pb.gz    :    2380      4     11460.0     24000  47.8      51     8159     6602     9239  27.5
 992 weights_run2_703671.pb.gz    :    2380      4     11346.0     24000  47.3      50     7889     6914     9197  28.8
 993 weights_run2_701733.pb.gz    :    2380      5     12647.0     26000  48.6      50     8825     7644     9531  29.4
 994 weights_run2_591076.pb.gz    :    2380      4     11601.0     24000  48.3      50     7940     7322     8738  30.5
 995 weights_run2_701619.pb.gz    :    2380      4     12773.5     26000  49.1      50     8843     7861     9296  30.2
 996 weights_run2_701312.pb.gz    :    2380      4     12810.0     26000  49.3      50     8872     7876     9252  30.3
 997 weights_run2_701960.pb.gz    :    2380      4     12722.0     26000  48.9      50     8908     7628     9464  29.3
 998 weights_run2_701331.pb.gz    :    2380      4     12705.5     26000  48.9      50     8916     7579     9505  29.1
 999 weights_run2_701868.pb.gz    :    2380      4     12686.5     26000  48.8      50     8806     7761     9433  29.9
1000 weights_run2_703593.pb.gz    :    2380      4     11582.5     24000  48.3      50     8446     6273     9281  26.1
1001 weights_run2_703531.pb.gz    :    2380      5     11639.0     24000  48.5      50     8313     6652     9035  27.7
1002 weights_run2_591038.pb.gz    :    2380      5     11719.0     24000  48.8      50     8138     7162     8700  29.8
1003 weights_run2_701880.pb.gz    :    2380      4     12801.5     26000  49.2      50     8769     8065     9166  31.0
1004 weights_run2_703620.pb.gz    :    2380      4     11585.5     24000  48.3      50     8358     6455     9187  26.9
1005 weights_run2_591146.pb.gz    :    2380      5     10435.0     22000  47.4      50     7077     6716     8207  30.5
1006 weights_run2_701804.pb.gz    :    2380      4     12613.5     26000  48.5      50     8786     7655     9559  29.4
1007 weights_run2_701959.pb.gz    :    2380      4     12735.0     26000  49.0      50     8903     7664     9433  29.5
1008 weights_run2_591107.pb.gz    :    2380      5     11522.0     24000  48.0      50     7981     7082     8937  29.5
1009 weights_run2_701410.pb.gz    :    2380      4     12638.5     26000  48.6      50     8849     7579     9572  29.1
1010 weights_run2_701288.pb.gz    :    2380      4     12839.5     26000  49.4      50     9134     7411     9455  28.5
1011 weights_run2_591030.pb.gz    :    2380      5     11782.0     24000  49.1      50     7941     7682     8377  32.0
1012 weights_run2_703563.pb.gz    :    2380      4     11478.5     24000  47.8      50     8056     6845     9099  28.5
1013 weights_run2_701208.pb.gz    :    2380      4     12974.5     26000  49.9      50     9007     7935     9058  30.5
1014 weights_run2_701901.pb.gz    :    2380      4     12709.5     26000  48.9      50     8893     7633     9474  29.4
1015 weights_run2_591094.pb.gz    :    2380      4     11523.5     24000  48.0      50     7754     7539     8707  31.4
1016 weights_run2_701681.pb.gz    :    2380      4     12610.0     26000  48.5      50     8889     7442     9669  28.6
1017 weights_run2_703451.pb.gz    :    2380      4     12739.0     26000  49.0      50     8971     7536     9493  29.0
1018 weights_run2_701788.pb.gz    :    2380      4     12711.0     26000  48.9      50     9054     7314     9632  28.1
1019 weights_run2_703568.pb.gz    :    2380      4     11599.0     24000  48.3      50     8264     6670     9066  27.8
1020 weights_run2_702283.pb.gz    :    2380      5     13028.5     26000  50.1      50     9217     7623     9160  29.3
1021 weights_run2_701699.pb.gz    :    2380      4     12779.5     26000  49.2      50     9010     7539     9451  29.0
1022 weights_run2_701766.pb.gz    :    2380      4     12547.0     26000  48.3      50     8684     7726     9590  29.7
1023 weights_run2_701916.pb.gz    :    2380      4     12727.0     26000  49.0      50     8914     7626     9460  29.3
1024 weights_run2_701275.pb.gz    :    2380      4     12885.0     26000  49.6      50     9007     7756     9237  29.8
1025 weights_run2_703627.pb.gz    :    2380      4     11448.0     24000  47.7      50     8074     6748     9178  28.1
1026 weights_run2_701812.pb.gz    :    2380      3     12688.0     26000  48.8      50     8886     7604     9510  29.2
1027 weights_run2_701950.pb.gz    :    2380      4     12726.0     26000  48.9      50     8704     8044     9252  30.9
1028 weights_run2_703804.pb.gz    :    2380      5      8406.5     18000  46.7      50     5569     5675     6756  31.5
1029 weights_run2_701277.pb.gz    :    2380      4     12815.5     26000  49.3      50     8827     7977     9196  30.7
1030 weights_run2_703550.pb.gz    :    2380      4     11488.0     24000  47.9      50     8155     6666     9179  27.8
1031 weights_run2_701473.pb.gz    :    2380      4     12600.5     26000  48.5      50     8661     7879     9460  30.3
1032 weights_run3_714347.pb.gz    :    2379      4     12981.0     26000  49.9      50     9035     7892     9073  30.4
1033 weights_run2_701931.pb.gz    :    2379      4     12563.0     26000  48.3      50     8867     7392     9741  28.4
1034 weights_run2_701771.pb.gz    :    2379      4     12577.5     26000  48.4      51     8868     7419     9713  28.5
1035 weights_run2_591015.pb.gz    :    2379      4     11747.0     24000  48.9      50     7933     7628     8439  31.8
1036 weights_run2_703485.pb.gz    :    2379      4     12650.5     26000  48.7      50     8949     7403     9648  28.5
1037 weights_run2_590978.pb.gz    :    2379      5     11989.5     24000  50.0      50     8384     7211     8405  30.0
1038 weights_run2_701356.pb.gz    :    2379      4     12697.5     26000  48.8      50     8768     7859     9373  30.2
1039 weights_run2_703788.pb.gz    :    2379      4      9372.0     20000  46.9      50     6364     6016     7620  30.1
1040 weights_run2_703521.pb.gz    :    2379      4     11628.0     24000  48.5      50     8348     6560     9092  27.3
1041 weights_run2_701420.pb.gz    :    2379      4     12741.5     26000  49.0      50     8749     7985     9266  30.7
1042 weights_run2_591031.pb.gz    :    2379      4     11761.5     24000  49.0      50     8002     7519     8479  31.3
1043 weights_run2_701678.pb.gz    :    2379      4     12584.0     26000  48.4      50     8754     7660     9586  29.5
1044 weights_run2_701493.pb.gz    :    2379      4     12842.0     26000  49.4      50     9153     7378     9469  28.4
1045 weights_run2_701458.pb.gz    :    2379      4     12707.5     26000  48.9      50     8819     7777     9404  29.9
1046 weights_run2_701888.pb.gz    :    2379      4     12717.5     26000  48.9      50     8864     7707     9429  29.6
1047 weights_run2_701268.pb.gz    :    2379      4     12803.5     26000  49.2      50     8926     7755     9319  29.8
1048 weights_run2_703022.pb.gz    :    2379      4     12978.0     26000  49.9      50     9294     7368     9338  28.3
1049 weights_run2_591106.pb.gz    :    2379      4     11415.5     24000  47.6      50     7747     7337     8916  30.6
1050 weights_run2_701677.pb.gz    :    2379      3     12573.0     26000  48.4      50     8632     7882     9486  30.3
1051 weights_run2_701917.pb.gz    :    2379      4     12676.0     26000  48.8      50     8720     7912     9368  30.4
1052 weights_run2_703301.pb.gz    :    2379      4     12922.0     26000  49.7      50     9147     7550     9303  29.0
