
   # PLAYER                       :  RATING  ERROR     POINTS    PLAYED   (%)  CFS(%)        W       D        L  D(%)
1916 weights_run2_703303.pb.gz    :    2404     10     2641.5      6000  44.0      50     2597      89     3314   1.5
1917 weights_run2_703482.pb.gz    :    2404     10     2636.5      6000  43.9      50     2588      97     3315   1.6
1918 weights_run2_702910.pb.gz    :    2404     10     2684.5      6000  44.7      50     2642      85     3273   1.4
1919 weights_run2_702464.pb.gz    :    2404     11     2654.5      6000  44.2      50     2628      53     3319   0.9
1920 weights_run2_701896.pb.gz    :    2404     12     2586.0      6000  43.1      50     2511     150     3339   2.5
1921 weights_run2_701900.pb.gz    :    2404     10     2632.0      6000  43.9      50     2550     164     3286   2.7
1922 weights_run2_702532.pb.gz    :    2404     11     2620.0      6000  43.7      50     2589      62     3349   1.0
1923 weights_run2_702694.pb.gz    :    2404     10     2725.0      6000  45.4      50     2695      60     3245   1.0
1924 weights_run2_702632.pb.gz    :    2404     10     2667.5      6000  44.5      50     2617     101     3282   1.7
1925 weights_run2_703447.pb.gz    :    2404     10     2661.0      6000  44.4      50     2590     142     3268   2.4
1926 weights_run2_702463.pb.gz    :    2404     11     2640.0      6000  44.0      50     2612      56     3332   0.9
1927 weights_run2_701961.pb.gz    :    2404     10     2573.0      6000  42.9      50     2486     174     3340   2.9
1928 weights_run2_702962.pb.gz    :    2404     11     2591.5      6000  43.2      50     2566      51     3383   0.8
1929 weights_run2_702960.pb.gz    :    2404     11     2634.0      6000  43.9      50     2596      76     3328   1.3
1930 weights_run2_703167.pb.gz    :    2404     11     2630.0      6000  43.8      50     2587      86     3327   1.4
1931 weights_run2_702654.pb.gz    :    2404     11     2630.5      6000  43.8      50     2568     125     3307   2.1
1932 weights_run3_714282.pb.gz    :    2403     11     2590.5      6000  43.2      50     2512     157     3331   2.6
1933 weights_run2_702768.pb.gz    :    2403      9     2622.0      6000  43.7      50     2577      90     3333   1.5
1934 weights_run2_703082.pb.gz    :    2403     10     2590.0      6000  43.2      50     2553      74     3373   1.2
1935 weights_run2_702831.pb.gz    :    2403     10     2554.5      6000  42.6      50     2503     103     3394   1.7
1936 weights_run2_702700.pb.gz    :    2403     10     2686.0      6000  44.8      50     2653      66     3281   1.1
1937 weights_run2_701939.pb.gz    :    2403     10     2599.5      6000  43.3      50     2506     187     3307   3.1
1938 weights_run2_701875.pb.gz    :    2403     11     2636.0      6000  43.9      50     2425     422     3153   7.0
1939 weights_run2_702933.pb.gz    :    2403     10     2627.5      6000  43.8      50     2589      77     3334   1.3
1940 weights_run2_702146.pb.gz    :    2403     10     2585.0      6000  43.1      50     2511     148     3341   2.5
1941 weights_run2_701877.pb.gz    :    2403     12     2581.5      6000  43.0      50     2419     325     3256   5.4
1942 weights_run2_702979.pb.gz    :    2403     10     2664.5      6000  44.4      50     2633      63     3304   1.1
1943 weights_run2_701650.pb.gz    :    2403     10     2570.5      6000  42.8      50     2375     391     3234   6.5
1944 weights_run2_703414.pb.gz    :    2403     11     2690.5      6000  44.8      50     2649      83     3268   1.4
1945 weights_run2_701749.pb.gz    :    2403     11     2638.5      6000  44.0      50     2461     355     3184   5.9
1946 weights_run2_701812.pb.gz    :    2403     10     2663.5      6000  44.4      50     2558     211     3231   3.5
1947 weights_run2_702460.pb.gz    :    2403     10     2678.5      6000  44.6      50     2648      61     3291   1.0
1948 weights_run2_702555.pb.gz    :    2403     11     2602.5      6000  43.4      50     2527     151     3322   2.5
1949 weights_run2_701633.pb.gz    :    2403     12     2671.0      6000  44.5      50     2496     350     3154   5.8
1950 weights_run2_703093.pb.gz    :    2403     10     2580.5      6000  43.0      50     2533      95     3372   1.6
1951 weights_run2_702852.pb.gz    :    2403     10     2592.0      6000  43.2      50     2569      46     3385   0.8
1952 weights_run2_702921.pb.gz    :    2403     10     2599.0      6000  43.3      50     2574      50     3376   0.8
1953 weights_run2_702415.pb.gz    :    2403     11     2614.0      6000  43.6      50     2571      86     3343   1.4
1954 weights_run2_703007.pb.gz    :    2403     10     2631.5      6000  43.9      50     2564     135     3301   2.3
1955 weights_run2_703217.pb.gz    :    2403     11     2595.5      6000  43.3      50     2544     103     3353   1.7
1956 weights_run2_701690.pb.gz    :    2403     11     2597.5      6000  43.3      50     2498     199     3303   3.3
1957 weights_run2_702945.pb.gz    :    2403     11     2664.0      6000  44.4      50     2629      70     3301   1.2
1958 weights_run2_701892.pb.gz    :    2403     10     2609.0      6000  43.5      50     2514     190     3296   3.2
1959 weights_run2_702560.pb.gz    :    2403     10     2702.5      6000  45.0      50     2656      93     3251   1.6
1960 weights_run2_703709.pb.gz    :    2403      9     2580.5      6000  43.0      50     2519     123     3358   2.0
1961 weights_run2_702524.pb.gz    :    2403     11     2631.5      6000  43.9      50     2579     105     3316   1.8
1962 weights_run2_703155.pb.gz    :    2403     11     2546.0      6000  42.4      50     2484     124     3392   2.1
1963 weights_run2_702944.pb.gz    :    2403     11     2627.5      6000  43.8      50     2589      77     3334   1.3
1964 weights_run2_701818.pb.gz    :    2403     11     2676.5      6000  44.6      50     2588     177     3235   3.0
1965 weights_run2_702985.pb.gz    :    2403     10     2661.0      6000  44.4      50     2622      78     3300   1.3
1966 weights_run2_702572.pb.gz    :    2403     10     2750.0      6000  45.8      50     2724      52     3224   0.9
1967 weights_run2_701691.pb.gz    :    2403     12     2620.5      6000  43.7      50     2515     211     3274   3.5
1968 weights_run2_703054.pb.gz    :    2403     13     2609.0      6000  43.5      50     2564      90     3346   1.5
1969 weights_run2_703461.pb.gz    :    2403     11     2573.0      6000  42.9      50     2524      98     3378   1.6
1970 weights_run2_703650.pb.gz    :    2403     10     2609.5      6000  43.5      50     2515     189     3296   3.1
1971 weights_run2_703262.pb.gz    :    2403     10     2616.5      6000  43.6      50     2572      89     3339   1.5
1972 weights_run2_702043.pb.gz    :    2403     14     1596.5      4000  39.9      50     1552      89     2359   2.2
1973 weights_run2_702617.pb.gz    :    2403     11     2635.0      6000  43.9      50     2569     132     3299   2.2
1974 weights_run2_703193.pb.gz    :    2403      9     2602.0      6000  43.4      50     2564      76     3360   1.3
1975 weights_run2_703435.pb.gz    :    2403     12     2648.5      6000  44.1      50     2603      91     3306   1.5
1976 weights_run2_702692.pb.gz    :    2403     11     2699.5      6000  45.0      50     2646     107     3247   1.8
1977 weights_run2_703480.pb.gz    :    2403     10     2585.0      6000  43.1      50     2523     124     3353   2.1
1978 weights_run2_702603.pb.gz    :    2403     10     2616.0      6000  43.6      50     2573      86     3341   1.4
1979 weights_run3_714265.pb.gz    :    2403     10     2625.0      6000  43.8      50     2542     166     3292   2.8
1980 weights_run2_701751.pb.gz    :    2403     11     2611.5      6000  43.5      50     2472     279     3249   4.7
1981 weights_run2_701846.pb.gz    :    2403     11     2541.5      6000  42.4      50     2441     201     3358   3.4
1982 weights_run3_714277.pb.gz    :    2403      9     2621.5      6000  43.7      50     2559     125     3316   2.1
1983 weights_run2_703484.pb.gz    :    2403      9     2643.0      6000  44.0      50     2591     104     3305   1.7
1984 weights_run2_702551.pb.gz    :    2403     11     2645.0      6000  44.1      50     2592     106     3302   1.8
1985 weights_run2_702950.pb.gz    :    2403     10     2585.0      6000  43.1      50     2560      50     3390   0.8
1986 weights_run2_702978.pb.gz    :    2403     10     2601.5      6000  43.4      50     2576      51     3373   0.8
1987 weights_run2_702913.pb.gz    :    2403     10     2663.5      6000  44.4      50     2631      65     3304   1.1
1988 weights_run2_702653.pb.gz    :    2403      9     2648.5      6000  44.1      50     2603      91     3306   1.5
1989 weights_run2_702447.pb.gz    :    2403     10     2567.0      6000  42.8      50     2533      68     3399   1.1
1990 weights_run2_703234.pb.gz    :    2403     12     2587.5      6000  43.1      50     2533     109     3358   1.8
1991 weights_run2_703450.pb.gz    :    2403     10     2513.0      6000  41.9      50     2451     124     3425   2.1
1992 weights_run2_703378.pb.gz    :    2403     11     2601.0      6000  43.4      50     2561      80     3359   1.3
1993 weights_run2_702002.pb.gz    :    2402     10     2627.5      6000  43.8      50     2481     293     3226   4.9
1994 weights_run2_702422.pb.gz    :    2402     11     2649.5      6000  44.2      50     2613      73     3314   1.2
1995 weights_run2_702409.pb.gz    :    2402     11     2520.5      6000  42.0      50     2480      81     3439   1.4
1996 weights_run2_702931.pb.gz    :    2402     10     2684.5      6000  44.7      50     2660      49     3291   0.8
1997 weights_run2_703264.pb.gz    :    2402     11     2659.0      6000  44.3      50     2623      72     3305   1.2
1998 weights_run3_714300.pb.gz    :    2402     12     2631.0      6000  43.9      50     2591      80     3329   1.3
1999 weights_run2_701869.pb.gz    :    2402     10     2563.0      6000  42.7      50     2397     332     3271   5.5
2000 weights_run2_702778.pb.gz    :    2402     11     2678.0      6000  44.6      50     2645      66     3289   1.1
2001 weights_run2_703333.pb.gz    :    2402     11     2577.0      6000  43.0      51     2547      60     3393   1.0
2002 weights_run2_701616.pb.gz    :    2402     10     2637.0      6000  44.0      50     2517     240     3243   4.0
2003 weights_run2_701893.pb.gz    :    2402     10     2575.5      6000  42.9      50     2488     175     3337   2.9
2004 weights_run2_702711.pb.gz    :    2402      9     2562.5      6000  42.7      50     2512     101     3387   1.7
2005 weights_run2_703263.pb.gz    :    2402     10     2626.0      6000  43.8      50     2582      88     3330   1.5
2006 weights_run2_703136.pb.gz    :    2402     11     2516.0      6000  41.9      50     2461     110     3429   1.8
2007 weights_run3_714307.pb.gz    :    2402     11     2612.5      6000  43.5      50     2548     129     3323   2.1
2008 weights_run2_703276.pb.gz    :    2402     12     2632.5      6000  43.9      50     2577     111     3312   1.9
2009 weights_run2_703485.pb.gz    :    2402     10     2645.0      6000  44.1      50     2584     122     3294   2.0
2010 weights_run2_702905.pb.gz    :    2402     10     2634.0      6000  43.9      50     2597      74     3329   1.2
2011 weights_run2_703433.pb.gz    :    2402     10     2632.5      6000  43.9      50     2572     121     3307   2.0
2012 weights_run2_702616.pb.gz    :    2402     10     2649.5      6000  44.2      50     2593     113     3294   1.9
2013 weights_run2_703004.pb.gz    :    2402     10     2601.0      6000  43.4      50     2567      68     3365   1.1
2014 weights_run2_701719.pb.gz    :    2402     10     2614.5      6000  43.6      50     2472     285     3243   4.8
2015 weights_run2_703354.pb.gz    :    2402     11     2708.0      6000  45.1      50     2656     104     3240   1.7
2016 weights_run2_702761.pb.gz    :    2402     11     2602.0      6000  43.4      50     2581      42     3377   0.7
2017 weights_run2_703651.pb.gz    :    2402      9     2619.5      6000  43.7      50     2544     151     3305   2.5
2018 weights_run2_703703.pb.gz    :    2402     10     2659.0      6000  44.3      50     2579     160     3261   2.7
2019 weights_run2_703255.pb.gz    :    2402     11     2603.0      6000  43.4      50     2555      96     3349   1.6
2020 weights_run2_703405.pb.gz    :    2402     10     2614.5      6000  43.6      50     2565      99     3336   1.6
2021 weights_run2_701989.pb.gz    :    2402     11     2673.0      6000  44.5      50     2434     478     3088   8.0
2022 weights_run2_702509.pb.gz    :    2402     11     2712.5      6000  45.2      50     2669      87     3244   1.4
2023 weights_run2_703085.pb.gz    :    2402     10     2548.0      6000  42.5      50     2497     102     3401   1.7
2024 weights_run2_702720.pb.gz    :    2402     10     2695.5      6000  44.9      50     2667      57     3276   0.9
2025 weights_run2_702618.pb.gz    :    2402     10     2611.5      6000  43.5      50     2569      85     3346   1.4
2026 weights_run2_701799.pb.gz    :    2402     12     2622.0      6000  43.7      50     2535     174     3291   2.9
2027 weights_run2_702015.pb.gz    :    2402     10     2665.5      6000  44.4      50     2547     237     3216   4.0
2028 weights_run2_703341.pb.gz    :    2402     10     2634.5      6000  43.9      50     2591      87     3322   1.4
2029 weights_run2_703245.pb.gz    :    2402     11     2650.0      6000  44.2      51     2596     108     3296   1.8
2030 weights_run2_702537.pb.gz    :    2402     10     2621.5      6000  43.7      50     2582      79     3339   1.3
2031 weights_run2_701399.pb.gz    :    2402     11     2749.0      6000  45.8      50     2654     190     3156   3.2
2032 weights_run2_702989.pb.gz    :    2402     10     2600.5      6000  43.3      50     2563      75     3362   1.3
2033 weights_run2_702147.pb.gz    :    2402     10     2623.0      6000  43.7      50     2564     118     3318   2.0
2034 weights_run2_702017.pb.gz    :    2402     10     2649.0      6000  44.1      50     2568     162     3270   2.7
2035 weights_run2_702716.pb.gz    :    2402     10     2624.0      6000  43.7      50     2594      60     3346   1.0
2036 weights_run2_702957.pb.gz    :    2402     11     2615.5      6000  43.6      50     2567      97     3336   1.6
2037 weights_run2_703418.pb.gz    :    2402     12     2660.0      6000  44.3      50     2609     102     3289   1.7
2038 weights_run2_702976.pb.gz    :    2402     11     2564.5      6000  42.7      50     2532      65     3403   1.1
2039 weights_run2_702897.pb.gz    :    2402     10     2681.5      6000  44.7      50     2654      55     3291   0.9
2040 weights_run2_702868.pb.gz    :    2402     11     2514.0      6000  41.9      50     2477      74     3449   1.2
2041 weights_run2_703154.pb.gz    :    2402     11     2661.5      6000  44.4      50     2600     123     3277   2.0
2042 weights_run2_702316.pb.gz    :    2402     11     2520.0      6000  42.0      50     2454     132     3414   2.2
2043 weights_run2_701628.pb.gz    :    2402     11     2707.5      6000  45.1      50     2524     367     3109   6.1
2044 weights_run2_702983.pb.gz    :    2401     11     2598.5      6000  43.3      50     2564      69     3367   1.1
2045 weights_run2_701819.pb.gz    :    2401     13     2643.5      6000  44.1      50     2531     225     3244   3.8
2046 weights_run2_703763.pb.gz    :    2401     10     2530.0      6000  42.2      50     2453     154     3393   2.6
2047 weights_run2_702148.pb.gz    :    2401     10     2601.5      6000  43.4      50     2535     133     3332   2.2
2048 weights_run2_703344.pb.gz    :    2401     11     2594.0      6000  43.2      50     2534     120     3346   2.0
2049 weights_run2_702421.pb.gz    :    2401     10     2653.0      6000  44.2      50     2612      82     3306   1.4
2050 weights_run2_703521.pb.gz    :    2401     11     2600.5      6000  43.3      50     2543     115     3342   1.9
2051 weights_run2_701725.pb.gz    :    2401     11     2634.0      6000  43.9      50     2463     342     3195   5.7
2052 weights_run2_703059.pb.gz    :    2401     10     2649.0      6000  44.1      50     2590     118     3292   2.0
2053 weights_run2_703415.pb.gz    :    2401     10     2647.5      6000  44.1      50     2593     109     3298   1.8
2054 weights_run2_703656.pb.gz    :    2401     12     2549.0      6000  42.5      50     2477     144     3379   2.4
2055 weights_run2_703030.pb.gz    :    2401     10     2647.5      6000  44.1      50     2596     103     3301   1.7
2056 weights_run2_702613.pb.gz    :    2401     11     2683.5      6000  44.7      50     2646      75     3279   1.3
2057 weights_run2_703786.pb.gz    :    2401     11     2546.0      6000  42.4      50     2471     150     3379   2.5
2058 weights_run2_703646.pb.gz    :    2401     10     2645.5      6000  44.1      50     2546     199     3255   3.3
2059 weights_run2_702492.pb.gz    :    2401     10     2581.0      6000  43.0      50     2550      62     3388   1.0
2060 weights_run2_702600.pb.gz    :    2401     11     2635.5      6000  43.9      50     2599      73     3328   1.2
2061 weights_run3_714266.pb.gz    :    2401     10     2588.5      6000  43.1      50     2516     145     3339   2.4
2062 weights_run2_703624.pb.gz    :    2401     10     2542.5      6000  42.4      50     2457     171     3372   2.9
2063 weights_run2_701678.pb.gz    :    2401     11     2570.0      6000  42.8      50     2452     236     3312   3.9
2064 weights_run2_702535.pb.gz    :    2401     11     2632.0      6000  43.9      50     2585      94     3321   1.6
2065 weights_run2_701726.pb.gz    :    2401     11     2604.0      6000  43.4      50     2470     268     3262   4.5
2066 weights_run2_703083.pb.gz    :    2401     11     2598.0      6000  43.3      50     2553      90     3357   1.5
2067 weights_run2_701234.pb.gz    :    2401     11     2735.0      6000  45.6      50     2656     158     3186   2.6
2068 weights_run2_702467.pb.gz    :    2401     10     2636.5      6000  43.9      50     2593      87     3320   1.4
2069 weights_run2_702825.pb.gz    :    2401     10     2538.5      6000  42.3      50     2508      61     3431   1.0
2070 weights_run2_701949.pb.gz    :    2401     10     2559.0      6000  42.6      50     2481     156     3363   2.6
2071 weights_run2_703011.pb.gz    :    2401     10     2632.0      6000  43.9      50     2585      94     3321   1.6
2072 weights_run2_702678.pb.gz    :    2401      9     2667.5      6000  44.5      50     2632      71     3297   1.2
2073 weights_run2_703200.pb.gz    :    2401     10     2583.5      6000  43.1      50     2536      95     3369   1.6
2074 weights_run2_702476.pb.gz    :    2401     11     2652.5      6000  44.2      50     2604      97     3299   1.6
2075 weights_run2_702539.pb.gz    :    2401     10     2637.5      6000  44.0      50     2592      91     3317   1.5
2076 weights_run2_702898.pb.gz    :    2401     11     2705.0      6000  45.1      50     2677      56     3267   0.9
2077 weights_run2_703051.pb.gz    :    2401     12     2611.0      6000  43.5      50     2588      46     3366   0.8
2078 weights_run2_702677.pb.gz    :    2401     10     2675.5      6000  44.6      50     2643      65     3292   1.1
2079 weights_run2_702764.pb.gz    :    2401     10     2627.5      6000  43.8      50     2577     101     3322   1.7
2080 weights_run2_701352.pb.gz    :    2401     11     2663.5      6000  44.4      50     2584     159     3257   2.6
2081 weights_run2_703057.pb.gz    :    2401     10     2604.0      6000  43.4      50     2558      92     3350   1.5
2082 weights_run2_702629.pb.gz    :    2401     11     2663.5      6000  44.4      50     2632      63     3305   1.1
2083 weights_run2_703110.pb.gz    :    2401     11     2561.0      6000  42.7      50     2520      82     3398   1.4
2084 weights_run2_702762.pb.gz    :    2401     12     2659.0      6000  44.3      50     2628      62     3310   1.0
2085 weights_run2_702609.pb.gz    :    2401     11     2611.5      6000  43.5      50     2570      83     3347   1.4
2086 weights_run2_702593.pb.gz    :    2401     11     2549.5      6000  42.5      50     2479     141     3380   2.4
2087 weights_run2_702811.pb.gz    :    2401     10     2638.0      6000  44.0      50     2606      64     3330   1.1
2088 weights_run2_702462.pb.gz    :    2401     10     2621.0      6000  43.7      50     2580      82     3338   1.4
2089 weights_run2_703443.pb.gz    :    2401     12     2587.0      6000  43.1      50     2501     172     3327   2.9
2090 weights_run2_703073.pb.gz    :    2400     10     2614.5      6000  43.6      50     2571      87     3342   1.4
2091 weights_run2_702968.pb.gz    :    2400     10     2584.0      6000  43.1      50     2554      60     3386   1.0
2092 weights_run2_701717.pb.gz    :    2400     11     2603.5      6000  43.4      50     2463     281     3256   4.7
2093 weights_run2_703569.pb.gz    :    2400     11     2593.0      6000  43.2      50     2505     176     3319   2.9
2094 weights_run2_701623.pb.gz    :    2400     10     2687.0      6000  44.8      50     2531     312     3157   5.2
2095 weights_run2_702912.pb.gz    :    2400     11     2643.0      6000  44.0      50     2601      84     3315   1.4
2096 weights_run2_703645.pb.gz    :    2400     11     2638.0      6000  44.0      50     2529     218     3253   3.6
2097 weights_run2_702752.pb.gz    :    2400     12     2635.5      6000  43.9      50     2595      81     3324   1.4
2098 weights_run2_702820.pb.gz    :    2400     11     2614.5      6000  43.6      50     2585      59     3356   1.0
2099 weights_run2_701851.pb.gz    :    2400     10     2572.5      6000  42.9      50     2465     215     3320   3.6
2100 weights_run2_702659.pb.gz    :    2400     10     2714.0      6000  45.2      50     2674      80     3246   1.3
2101 weights_run2_702533.pb.gz    :    2400      9     2600.0      6000  43.3      50     2559      82     3359   1.4
2102 weights_run2_702436.pb.gz    :    2400     10     2654.0      6000  44.2      50     2615      78     3307   1.3
2103 weights_run2_702936.pb.gz    :    2400      9     2572.5      6000  42.9      50     2538      69     3393   1.1
2104 weights_run2_702890.pb.gz    :    2400     13     2652.0      6000  44.2      50     2612      80     3308   1.3
2105 weights_run2_703060.pb.gz    :    2400     10     2621.0      6000  43.7      50     2571     100     3329   1.7
2106 weights_run2_701811.pb.gz    :    2400     11     2569.5      6000  42.8      50     2434     271     3295   4.5
2107 weights_run2_702606.pb.gz    :    2400     10     2633.0      6000  43.9      50     2590      86     3324   1.4
2108 weights_run2_703640.pb.gz    :    2400      9     2536.0      6000  42.3      50     2445     182     3373   3.0
2109 weights_run2_702018.pb.gz    :    2400     11     2565.0      6000  42.8      50     2467     196     3337   3.3
2110 weights_run2_703563.pb.gz    :    2400     10     2556.5      6000  42.6      50     2513      87     3400   1.4
2111 weights_run2_701838.pb.gz    :    2400     10     2540.5      6000  42.3      50     2399     283     3318   4.7
2112 weights_run2_703445.pb.gz    :    2400     10     2632.0      6000  43.9      50     2550     164     3286   2.7
2113 weights_run2_702570.pb.gz    :    2400     10     2623.5      6000  43.7      50     2585      77     3338   1.3
2114 weights_run2_703704.pb.gz    :    2400     11     2638.0      6000  44.0      50     2568     140     3292   2.3
2115 weights_run2_702012.pb.gz    :    2400     10     2589.5      6000  43.2      50     2464     251     3285   4.2
2116 weights_run2_702706.pb.gz    :    2400     11     2606.5      6000  43.4      50     2549     115     3336   1.9
2117 weights_run2_701936.pb.gz    :    2400     11     2653.5      6000  44.2      50     2585     137     3278   2.3
2118 weights_run2_702651.pb.gz    :    2400     11     2679.0      6000  44.6      50     2627     104     3269   1.7
2119 weights_run2_701688.pb.gz    :    2400     10     2525.5      6000  42.1      50     2409     233     3358   3.9
2120 weights_run2_701672.pb.gz    :    2400     11     2544.0      6000  42.4      50     2406     276     3318   4.6
2121 weights_run2_703147.pb.gz    :    2400      9     2519.5      6000  42.0      50     2470      99     3431   1.6
2122 weights_run2_702739.pb.gz    :    2400     11     2665.0      6000  44.4      50     2636      58     3306   1.0
2123 weights_run2_702956.pb.gz    :    2400     11     2584.5      6000  43.1      51     2537      95     3368   1.6
2124 weights_run2_703520.pb.gz    :    2400      9     2593.0      6000  43.2      50     2542     102     3356   1.7
2125 weights_run2_703061.pb.gz    :    2399     11     2627.5      6000  43.8      50     2596      63     3341   1.1
2126 weights_run2_703343.pb.gz    :    2399     10     2600.0      6000  43.3      50     2550     100     3350   1.7
2127 weights_run2_702723.pb.gz    :    2399     10     2628.0      6000  43.8      50     2588      80     3332   1.3
2128 weights_run2_702628.pb.gz    :    2399     10     2624.0      6000  43.7      50     2586      76     3338   1.3
2129 weights_run2_703335.pb.gz    :    2399     10     2570.5      6000  42.8      50     2529      83     3388   1.4
2130 weights_run2_703274.pb.gz    :    2399     11     2632.5      6000  43.9      50     2595      75     3330   1.3
2131 weights_run2_703304.pb.gz    :    2399     10     2615.0      6000  43.6      50     2547     136     3317   2.3
2132 weights_run2_701995.pb.gz    :    2399     12     2577.5      6000  43.0      50     2395     365     3240   6.1
2133 weights_run2_702777.pb.gz    :    2399     12     2580.5      6000  43.0      50     2551      59     3390   1.0
2134 weights_run2_701353.pb.gz    :    2399     10     2629.5      6000  43.8      50     2540     179     3281   3.0
2135 weights_run2_701879.pb.gz    :    2399     11     2533.5      6000  42.2      50     2396     275     3329   4.6
2136 weights_run2_701724.pb.gz    :    2399     11     2569.5      6000  42.8      50     2384     371     3245   6.2
2137 weights_run2_702517.pb.gz    :    2399     11     2632.0      6000  43.9      50     2587      90     3323   1.5
2138 weights_run3_714306.pb.gz    :    2399     10     2626.0      6000  43.8      50     2567     118     3315   2.0
2139 weights_run2_701935.pb.gz    :    2399     12     2559.0      6000  42.6      50     2492     134     3374   2.2
2140 weights_run2_702009.pb.gz    :    2399     10     2523.5      6000  42.1      50     2424     199     3377   3.3
2141 weights_run2_701823.pb.gz    :    2399     11     2610.0      6000  43.5      50     2508     204     3288   3.4
2142 weights_run2_703185.pb.gz    :    2399     10     2692.0      6000  44.9      50     2645      94     3261   1.6
2143 weights_run2_703429.pb.gz    :    2399      9     2578.5      6000  43.0      50     2540      77     3383   1.3
2144 weights_run2_702350.pb.gz    :    2399     11     2565.5      6000  42.8      50     2485     161     3354   2.7
2145 weights_run2_703109.pb.gz    :    2399     11     2582.5      6000  43.0      50     2531     103     3366   1.7
2146 weights_run2_702542.pb.gz    :    2399     10     2622.5      6000  43.7      50     2582      81     3337   1.4
2147 weights_run2_702587.pb.gz    :    2399     11     2590.5      6000  43.2      50     2537     107     3356   1.8
2148 weights_run2_702937.pb.gz    :    2399     11     2598.0      6000  43.3      50     2572      52     3376   0.9
2149 weights_run2_703367.pb.gz    :    2399     11     2518.0      6000  42.0      50     2474      88     3438   1.5
2150 weights_run2_703337.pb.gz    :    2399     11     2538.0      6000  42.3      50     2502      72     3426   1.2
2151 weights_run2_703202.pb.gz    :    2399     10     2630.5      6000  43.8      50     2585      91     3324   1.5
2152 weights_run3_714273.pb.gz    :    2399     10     2659.5      6000  44.3      50     2588     143     3269   2.4
2153 weights_run2_703247.pb.gz    :    2399     11     2615.0      6000  43.6      50     2554     122     3324   2.0
2154 weights_run2_702458.pb.gz    :    2399      9     2645.5      6000  44.1      50     2604      83     3313   1.4
2155 weights_run2_702506.pb.gz    :    2399     10     2772.5      6000  46.2      50     2738      69     3193   1.1
2156 weights_run2_702939.pb.gz    :    2399     11     2568.0      6000  42.8      50     2533      70     3397   1.2
2157 weights_run2_702751.pb.gz    :    2399     11     2595.5      6000  43.3      50     2552      87     3361   1.4
2158 weights_run2_702461.pb.gz    :    2399     11     2602.0      6000  43.4      50     2562      80     3358   1.3
2159 weights_run2_702663.pb.gz    :    2399     11     2674.5      6000  44.6      50     2630      89     3281   1.5
2160 weights_run2_703358.pb.gz    :    2399     10     2617.0      6000  43.6      50     2564     106     3330   1.8
2161 weights_run2_701801.pb.gz    :    2399     10     2609.0      6000  43.5      50     2509     200     3291   3.3
2162 weights_run2_701960.pb.gz    :    2399     12     2529.0      6000  42.1      50     2453     152     3395   2.5
2163 weights_run2_701377.pb.gz    :    2399     11     2643.0      6000  44.0      50     2489     308     3203   5.1
2164 weights_run2_703231.pb.gz    :    2399      9     2571.5      6000  42.9      50     2531      81     3388   1.4
2165 weights_run2_702708.pb.gz    :    2399     10     2543.0      6000  42.4      50     2498      90     3412   1.5
2166 weights_run2_701518.pb.gz    :    2399     11     2681.0      6000  44.7      50     2583     196     3221   3.3
2167 weights_run2_703376.pb.gz    :    2399     12     2637.0      6000  44.0      50     2587     100     3313   1.7
2168 weights_run2_703398.pb.gz    :    2399     11     2522.0      6000  42.0      50     2473      98     3429   1.6
2169 weights_run2_702625.pb.gz    :    2399     10     2601.0      6000  43.4      50     2568      66     3366   1.1
2170 weights_run2_702432.pb.gz    :    2399     10     2498.0      6000  41.6      50     2471      54     3475   0.9
2171 weights_run2_703566.pb.gz    :    2399      9     2493.0      6000  41.5      50     2411     164     3425   2.7
2172 weights_run2_703483.pb.gz    :    2399     10     2593.0      6000  43.2      50     2540     106     3354   1.8
2173 weights_run2_702908.pb.gz    :    2398     11     2582.5      6000  43.0      50     2533      99     3368   1.6
2174 weights_run2_701620.pb.gz    :    2398     11     2708.5      6000  45.1      50     2571     275     3154   4.6
2175 weights_run2_702794.pb.gz    :    2398     10     2562.0      6000  42.7      50     2528      68     3404   1.1
2176 weights_run2_701718.pb.gz    :    2398     11     2603.5      6000  43.4      50     2450     307     3243   5.1
2177 weights_run2_701515.pb.gz    :    2398     10     2642.0      6000  44.0      50     2493     298     3209   5.0
2178 weights_run2_702362.pb.gz    :    2398     12     2447.0      6000  40.8      50     2379     136     3485   2.3
2179 weights_run2_703102.pb.gz    :    2398     10     2543.5      6000  42.4      50     2506      75     3419   1.3
2180 weights_run2_701622.pb.gz    :    2398     10     2679.5      6000  44.7      50     2534     291     3175   4.8
2181 weights_run2_702847.pb.gz    :    2398     11     2579.0      6000  43.0      50     2552      54     3394   0.9
2182 weights_run2_703028.pb.gz    :    2398     10     2631.0      6000  43.9      50     2596      70     3334   1.2
2183 weights_run2_701807.pb.gz    :    2398     10     2557.0      6000  42.6      50     2442     230     3328   3.8
2184 weights_run2_702638.pb.gz    :    2398     11     2615.5      6000  43.6      50     2575      81     3344   1.4
2185 weights_run2_703273.pb.gz    :    2398     11     2568.0      6000  42.8      50     2517     102     3381   1.7
2186 weights_run2_703166.pb.gz    :    2398     10     2628.0      6000  43.8      50     2584      88     3328   1.5
2187 weights_run2_702774.pb.gz    :    2398     10     2613.0      6000  43.5      50     2585      56     3359   0.9
2188 weights_run2_702635.pb.gz    :    2398     11     2669.0      6000  44.5      50     2640      58     3302   1.0
