
   # PLAYER                       :  RATING  ERROR     POINTS    PLAYED   (%)  CFS(%)        W       D        L  D(%)
3736 weights_run2_700467.pb.gz    :    2296     11     2443.0      6000  40.7      50     2381     124     3495   2.1
3737 weights_run2_700510.pb.gz    :    2296     11     2305.0      6000  38.4      50     2267      76     3657   1.3
3738 weights_run2_700485.pb.gz    :    2296     12     2397.0      6000  40.0      50     2364      66     3570   1.1
3739 weights_run2_590941.pb.gz    :    2296     10     2474.5      6000  41.2      50     2256     437     3307   7.3
3740 weights_run2_700948.pb.gz    :    2296     13     2304.5      6000  38.4      50     2267      75     3658   1.3
3741 weights_run2_591013.pb.gz    :    2296     12     2389.0      6000  39.8      50     1985     808     3207  13.5
3742 weights_run2_591144.pb.gz    :    2296     10     2379.0      6000  39.6      50     1913     932     3155  15.5
3743 weights_run2_700506.pb.gz    :    2296     11     2424.0      6000  40.4      50     2380      88     3532   1.5
3744 weights_run2_591023.pb.gz    :    2296     11     2453.5      6000  40.9      50     2020     867     3113  14.4
3745 weights_run2_700834.pb.gz    :    2296     10     2460.5      6000  41.0      50     2419      83     3498   1.4
3746 weights_run2_701570.pb.gz    :    2296     11     2320.5      6000  38.7      50     2147     347     3506   5.8
3747 weights_run2_700723.pb.gz    :    2296     11     2500.0      6000  41.7      50     2450     100     3450   1.7
3748 weights_run2_700981.pb.gz    :    2296     11     2368.0      6000  39.5      50     2315     106     3579   1.8
3749 weights_run2_701585.pb.gz    :    2296     11     2378.0      6000  39.6      50     2235     286     3479   4.8
3750 weights_run2_700472.pb.gz    :    2296     10     2393.5      6000  39.9      50     2355      77     3568   1.3
3751 weights_run2_700544.pb.gz    :    2296     11     2450.5      6000  40.8      50     2421      59     3520   1.0
3752 weights_run2_591054.pb.gz    :    2296     10     2441.5      6000  40.7      50     1877    1129     2994  18.8
3753 weights_run2_591177.pb.gz    :    2296     11     2420.5      6000  40.3      50     1944     953     3103  15.9
3754 weights_run2_590973.pb.gz    :    2296     11     2425.0      6000  40.4      50     2011     828     3161  13.8
3755 weights_run2_591163.pb.gz    :    2296     11     2414.0      6000  40.2      50     1975     878     3147  14.6
3756 weights_run3_714180.pb.gz    :    2296     12     2358.0      6000  39.3      50     2327      62     3611   1.0
3757 weights_run2_591162.pb.gz    :    2296     11     2415.5      6000  40.3      50     1980     871     3149  14.5
3758 weights_run2_590789.pb.gz    :    2296     12     2567.5      6000  42.8      50     2368     399     3233   6.7
3759 weights_run2_700426.pb.gz    :    2296     12     2357.5      6000  39.3      51     2289     137     3574   2.3
3760 weights_run2_590989.pb.gz    :    2296     11     2332.0      6000  38.9      50     1819    1026     3155  17.1
3761 weights_run2_591033.pb.gz    :    2295     12     2410.0      6000  40.2      50     2000     820     3180  13.7
3762 weights_run2_700939.pb.gz    :    2295     11     2307.5      6000  38.5      50     2278      59     3663   1.0
3763 weights_run2_700606.pb.gz    :    2295     12     2518.5      6000  42.0      50     2500      37     3463   0.6
3764 weights_run2_701601.pb.gz    :    2295     10     2454.5      6000  40.9      50     2314     281     3405   4.7
3765 weights_run2_590826.pb.gz    :    2295     12     2496.0      6000  41.6      50     2148     696     3156  11.6
3766 weights_run2_700614.pb.gz    :    2295     11     2427.0      6000  40.5      50     2388      78     3534   1.3
3767 weights_run2_591038.pb.gz    :    2295     13     2360.0      6000  39.3      50     1946     828     3226  13.8
3768 weights_run2_591201.pb.gz    :    2295     11     2446.0      6000  40.8      50     2011     870     3119  14.5
3769 weights_run2_700965.pb.gz    :    2295     11     2289.5      6000  38.2      51     2233     113     3654   1.9
3770 weights_run2_591219.pb.gz    :    2295     13     2376.5      6000  39.6      50     1937     879     3184  14.7
3771 weights_run2_591210.pb.gz    :    2295     12     2348.0      6000  39.1      50     1883     930     3187  15.5
3772 weights_run2_591036.pb.gz    :    2295     12     2366.5      6000  39.4      50     1913     907     3180  15.1
3773 weights_run2_591083.pb.gz    :    2295     10     2351.0      6000  39.2      50     1862     978     3160  16.3
3774 weights_run2_590825.pb.gz    :    2295     12     2485.0      6000  41.4      50     2170     630     3200  10.5
3775 weights_run2_700504.pb.gz    :    2295     10     2434.0      6000  40.6      50     2410      48     3542   0.8
3776 weights_run2_700814.pb.gz    :    2295     12     2443.0      6000  40.7      50     2415      56     3529   0.9
3777 weights_run2_700756.pb.gz    :    2295     12     2406.5      6000  40.1      50     2373      67     3560   1.1
3778 weights_run2_590977.pb.gz    :    2295     11     2405.0      6000  40.1      50     1962     886     3152  14.8
3779 weights_run2_701577.pb.gz    :    2295     11     2408.0      6000  40.1      50     2195     426     3379   7.1
3780 weights_run2_700842.pb.gz    :    2295     10     2394.0      6000  39.9      51     2354      80     3566   1.3
3781 weights_run2_590919.pb.gz    :    2295     11     2475.5      6000  41.3      50     2166     619     3215  10.3
3782 weights_run2_700860.pb.gz    :    2295     11     2310.5      6000  38.5      50     2277      67     3656   1.1
3783 weights_run2_590946.pb.gz    :    2295     11     2408.0      6000  40.1      51     2225     366     3409   6.1
3784 weights_run2_701593.pb.gz    :    2294     11     2444.5      6000  40.7      50     2297     295     3408   4.9
3785 weights_run2_700393.pb.gz    :    2294     12     2406.0      6000  40.1      50     2374      64     3562   1.1
3786 weights_run2_590992.pb.gz    :    2294     11     2243.5      6000  37.4      50     1852     783     3365  13.1
3787 weights_run2_700469.pb.gz    :    2294     10     2402.5      6000  40.0      50     2338     129     3533   2.1
3788 weights_run2_700521.pb.gz    :    2294     12     2430.0      6000  40.5      50     2383      94     3523   1.6
3789 weights_run2_700641.pb.gz    :    2294     11     2419.0      6000  40.3      50     2380      78     3542   1.3
3790 weights_run2_700596.pb.gz    :    2294     11     2537.0      6000  42.3      50     2514      46     3440   0.8
3791 weights_run2_700846.pb.gz    :    2294     12     2382.0      6000  39.7      50     2351      62     3587   1.0
3792 weights_run2_700843.pb.gz    :    2294     12     2381.5      6000  39.7      50     2344      75     3581   1.3
3793 weights_run2_591001.pb.gz    :    2294     11     2391.5      6000  39.9      50     2036     711     3253  11.8
3794 weights_run3_714145.pb.gz    :    2294     11     2456.0      6000  40.9      50     2410      92     3498   1.5
3795 weights_run2_590780.pb.gz    :    2294     11     2471.0      6000  41.2      50     2253     436     3311   7.3
3796 weights_run2_700864.pb.gz    :    2294     12     2373.0      6000  39.5      50     2335      76     3589   1.3
3797 weights_run2_700809.pb.gz    :    2294     11     2497.0      6000  41.6      51     2442     110     3448   1.8
3798 weights_run2_700453.pb.gz    :    2294     11     2339.5      6000  39.0      50     2322      35     3643   0.6
3799 weights_run2_591104.pb.gz    :    2294     10     2349.5      6000  39.2      50     1891     917     3192  15.3
3800 weights_run2_700840.pb.gz    :    2294     13     2413.0      6000  40.2      50     2372      82     3546   1.4
3801 weights_run2_701578.pb.gz    :    2294     12     2450.0      6000  40.8      50     2253     394     3353   6.6
3802 weights_run2_701590.pb.gz    :    2294     11     2339.0      6000  39.0      50     2173     332     3495   5.5
3803 weights_run2_700584.pb.gz    :    2294     10     2481.0      6000  41.4      50     2441      80     3479   1.3
3804 weights_run2_700505.pb.gz    :    2294     10     2386.0      6000  39.8      50     2352      68     3580   1.1
3805 weights_run2_700466.pb.gz    :    2294     12     2355.0      6000  39.3      50     2314      82     3604   1.4
3806 weights_run2_591011.pb.gz    :    2294     13     2396.0      6000  39.9      50     1988     816     3196  13.6
3807 weights_run2_700747.pb.gz    :    2294     12     2480.5      6000  41.3      50     2425     111     3464   1.9
3808 weights_run2_700408.pb.gz    :    2294     11     2388.5      6000  39.8      50     2354      69     3577   1.1
3809 weights_run2_700452.pb.gz    :    2294     11     2363.5      6000  39.4      51     2335      57     3608   0.9
3810 weights_run2_700613.pb.gz    :    2293     12     2471.5      6000  41.2      50     2446      51     3503   0.8
3811 weights_run2_591119.pb.gz    :    2293     13     2397.0      6000  40.0      50     1871    1052     3077  17.5
3812 weights_run2_591007.pb.gz    :    2293     11     2406.5      6000  40.1      50     1866    1081     3053  18.0
3813 weights_run2_591048.pb.gz    :    2293     11     2328.5      6000  38.8      50     1935     787     3278  13.1
3814 weights_run2_700436.pb.gz    :    2293     12     2354.0      6000  39.2      50     2293     122     3585   2.0
3815 weights_run2_590814.pb.gz    :    2293     10     2424.0      6000  40.4      50     2053     742     3205  12.4
3816 weights_run2_591101.pb.gz    :    2293     10     2313.5      6000  38.6      50     1938     751     3311  12.5
3817 weights_run2_700639.pb.gz    :    2293     12     2430.5      6000  40.5      50     2393      75     3532   1.3
3818 weights_run2_590981.pb.gz    :    2293     12     2354.5      6000  39.2      50     1949     811     3240  13.5
3819 weights_run2_590999.pb.gz    :    2293     12     2362.0      6000  39.4      50     2050     624     3326  10.4
3820 weights_run2_700406.pb.gz    :    2293     10     2436.0      6000  40.6      50     2399      74     3527   1.2
3821 weights_run2_700396.pb.gz    :    2293     12     2358.0      6000  39.3      50     2318      80     3602   1.3
3822 weights_run2_591178.pb.gz    :    2293     11     2403.5      6000  40.1      50     1917     973     3110  16.2
3823 weights_run2_590813.pb.gz    :    2293     11     2417.0      6000  40.3      50     2010     814     3176  13.6
3824 weights_run2_700863.pb.gz    :    2293     12     2347.0      6000  39.1      50     2304      86     3610   1.4
3825 weights_run2_591189.pb.gz    :    2293     12     2397.5      6000  40.0      50     1871    1053     3076  17.6
3826 weights_run2_591146.pb.gz    :    2293     11     2363.0      6000  39.4      50     1868     990     3142  16.5
3827 weights_run2_590947.pb.gz    :    2293     12     2333.0      6000  38.9      50     2131     404     3465   6.7
3828 weights_run2_700771.pb.gz    :    2293     11     2518.0      6000  42.0      50     2423     190     3387   3.2
3829 weights_run2_700830.pb.gz    :    2293     12     2393.5      6000  39.9      50     2357      73     3570   1.2
3830 weights_run2_591190.pb.gz    :    2293     11     2382.0      6000  39.7      50     1867    1030     3103  17.2
3831 weights_run2_591152.pb.gz    :    2293     10     2399.0      6000  40.0      50     1869    1060     3071  17.7
3832 weights_run2_590945.pb.gz    :    2293     12     2392.0      6000  39.9      50     2218     348     3434   5.8
3833 weights_run2_590856.pb.gz    :    2293     11     2496.5      6000  41.6      50     2100     793     3107  13.2
3834 weights_run2_591127.pb.gz    :    2292     11     2428.5      6000  40.5      50     1937     983     3080  16.4
3835 weights_run2_700399.pb.gz    :    2292     11     2347.0      6000  39.1      50     2313      68     3619   1.1
3836 weights_run2_700536.pb.gz    :    2292     13     2476.5      6000  41.3      50     2440      73     3487   1.2
3837 weights_run2_591221.pb.gz    :    2292     11     2381.5      6000  39.7      50     1969     825     3206  13.8
3838 weights_run2_700471.pb.gz    :    2292     12     2353.5      6000  39.2      51     2312      83     3605   1.4
3839 weights_run2_590972.pb.gz    :    2292     11     2435.5      6000  40.6      50     1989     893     3118  14.9
3840 weights_run2_700537.pb.gz    :    2292     13     2435.5      6000  40.6      50     2400      71     3529   1.2
3841 weights_run2_591153.pb.gz    :    2292     12     2357.5      6000  39.3      50     1828    1059     3113  17.6
3842 weights_run2_701576.pb.gz    :    2292     13     2385.5      6000  39.8      50     2200     371     3429   6.2
3843 weights_run2_701575.pb.gz    :    2292     12     2407.5      6000  40.1      50     2216     383     3401   6.4
3844 weights_run2_591188.pb.gz    :    2292     11     2378.5      6000  39.6      50     1865    1027     3108  17.1
3845 weights_run2_701580.pb.gz    :    2292     11     2500.5      6000  41.7      50     2273     455     3272   7.6
3846 weights_run2_57403.pb.gz     :    2292     12     1400.0      4000  35.0      50     1323     154     2523   3.9
3847 weights_run2_700566.pb.gz    :    2292     13     2415.0      6000  40.3      50     2374      82     3544   1.4
3848 weights_run2_590829.pb.gz    :    2292     12     2488.5      6000  41.5      51     2156     665     3179  11.1
3849 weights_run2_591002.pb.gz    :    2292     12     2389.5      6000  39.8      50     1959     861     3180  14.3
3850 weights_run2_700629.pb.gz    :    2292     11     2466.0      6000  41.1      50     2434      64     3502   1.1
3851 weights_run2_590952.pb.gz    :    2292     11     2475.0      6000  41.3      50     2216     518     3266   8.6
3852 weights_run2_700581.pb.gz    :    2292     12     2430.0      6000  40.5      50     2395      70     3535   1.2
3853 weights_run2_591168.pb.gz    :    2292     10     2378.5      6000  39.6      50     1909     939     3152  15.7
3854 weights_run2_591014.pb.gz    :    2292     13     2315.5      6000  38.6      50     1940     751     3309  12.5
3855 weights_run2_591060.pb.gz    :    2292     12     2340.5      6000  39.0      51     1930     821     3249  13.7
3856 weights_run2_591203.pb.gz    :    2292     11     2377.5      6000  39.6      50     1964     827     3209  13.8
3857 weights_run2_591151.pb.gz    :    2291     14     2389.0      6000  39.8      50     1935     908     3157  15.1
3858 weights_run2_590914.pb.gz    :    2291     11     2448.0      6000  40.8      50     2084     728     3188  12.1
3859 weights_run2_57396.pb.gz     :    2291     11     2377.5      6000  39.6      51     2259     237     3504   4.0
3860 weights_run2_591025.pb.gz    :    2291     11     2461.5      6000  41.0      50     1941    1041     3018  17.4
3861 weights_run2_590944.pb.gz    :    2291     11     2395.0      6000  39.9      50     2215     360     3425   6.0
3862 weights_run2_591150.pb.gz    :    2291     11     2355.5      6000  39.3      50     1930     851     3219  14.2
3863 weights_run2_591058.pb.gz    :    2291     11     2398.5      6000  40.0      51     1956     885     3159  14.8
3864 weights_run2_590960.pb.gz    :    2291     11     2488.5      6000  41.5      50     2112     753     3135  12.6
3865 weights_run2_591176.pb.gz    :    2291     11     2388.0      6000  39.8      50     1895     986     3119  16.4
3866 weights_run2_700434.pb.gz    :    2291     11     2315.0      6000  38.6      50     2270      90     3640   1.5
3867 weights_run2_700484.pb.gz    :    2291     12     2356.5      6000  39.3      50     2323      67     3610   1.1
3868 weights_run2_591130.pb.gz    :    2291     11     2349.5      6000  39.2      50     1910     879     3211  14.7
3869 weights_run2_591142.pb.gz    :    2291     12     2386.0      6000  39.8      50     1893     986     3121  16.4
3870 weights_run2_700493.pb.gz    :    2291     11     2409.5      6000  40.2      50     2351     117     3532   1.9
3871 weights_run2_591217.pb.gz    :    2291     11     2340.5      6000  39.0      50     1923     835     3242  13.9
3872 weights_run2_700541.pb.gz    :    2291     11     2431.0      6000  40.5      50     2396      70     3534   1.2
3873 weights_run2_591164.pb.gz    :    2291     13     2398.0      6000  40.0      50     1930     936     3134  15.6
3874 weights_run2_591124.pb.gz    :    2291     11     2335.5      6000  38.9      50     1835    1001     3164  16.7
3875 weights_run2_591003.pb.gz    :    2291     11     2365.0      6000  39.4      50     1888     954     3158  15.9
3876 weights_run2_591222.pb.gz    :    2291     11     2385.5      6000  39.8      50     2001     769     3230  12.8
3877 weights_run2_591223.pb.gz    :    2291     11     2369.5      6000  39.5      50     1928     883     3189  14.7
3878 weights_run2_591005.pb.gz    :    2290     12     2396.5      6000  39.9      50     1866    1061     3073  17.7
3879 weights_run2_700588.pb.gz    :    2290      9     2467.5      6000  41.1      50     2453      29     3518   0.5
3880 weights_run2_700533.pb.gz    :    2290     12     2459.5      6000  41.0      50     2423      73     3504   1.2
3881 weights_run2_700540.pb.gz    :    2290     10     2409.0      6000  40.1      50     2372      74     3554   1.2
3882 weights_run2_700390.pb.gz    :    2290     13     2390.5      6000  39.8      50     2326     129     3545   2.1
3883 weights_run2_590974.pb.gz    :    2290     10     2393.0      6000  39.9      50     1973     840     3187  14.0
3884 weights_run2_700643.pb.gz    :    2290     11     2470.5      6000  41.2      50     2410     121     3469   2.0
3885 weights_run2_700411.pb.gz    :    2290     12     2330.5      6000  38.8      50     2270     121     3609   2.0
3886 weights_run2_700412.pb.gz    :    2290     12     2367.5      6000  39.5      50     2311     113     3576   1.9
3887 weights_run2_591225.pb.gz    :    2290     12     2369.5      6000  39.5      50     1992     755     3253  12.6
3888 weights_run2_590921.pb.gz    :    2290     10     2454.0      6000  40.9      50     2022     864     3114  14.4
3889 weights_run2_591167.pb.gz    :    2290     10     2405.0      6000  40.1      50     1950     910     3140  15.2
3890 weights_run2_700777.pb.gz    :    2290     11     2438.5      6000  40.6      50     2369     139     3492   2.3
3891 weights_run2_57397.pb.gz     :    2290     11     2426.5      6000  40.4      50     2291     271     3438   4.5
3892 weights_run2_700845.pb.gz    :    2290     11     2352.0      6000  39.2      50     2321      62     3617   1.0
3893 weights_run2_591161.pb.gz    :    2290     11     2384.5      6000  39.7      50     1938     893     3169  14.9
3894 weights_run2_700480.pb.gz    :    2290     11     2318.5      6000  38.6      50     2264     109     3627   1.8
3895 weights_run2_590809.pb.gz    :    2290     12     2364.0      6000  39.4      50     1836    1056     3108  17.6
3896 weights_run2_591171.pb.gz    :    2290     11     2401.5      6000  40.0      50     1914     975     3111  16.3
3897 weights_run2_701600.pb.gz    :    2290     11     2404.0      6000  40.1      50     2235     338     3427   5.6
3898 weights_run2_591112.pb.gz    :    2290     12     2407.0      6000  40.1      50     1836    1142     3022  19.0
3899 weights_run2_590929.pb.gz    :    2290     11     2420.5      6000  40.3      50     2112     617     3271  10.3
3900 weights_run3_714148.pb.gz    :    2290     14     2277.0      6000  38.0      50     2244      66     3690   1.1
3901 weights_run2_590807.pb.gz    :    2290     12     2449.5      6000  40.8      50     2078     743     3179  12.4
3902 weights_run2_700507.pb.gz    :    2290     10     2284.5      6000  38.1      50     2253      63     3684   1.1
3903 weights_run2_591138.pb.gz    :    2290     12     2375.5      6000  39.6      50     1958     835     3207  13.9
3904 weights_run2_591170.pb.gz    :    2290     11     2364.0      6000  39.4      50     1839    1050     3111  17.5
3905 weights_run2_591226.pb.gz    :    2290     13     1387.0      4000  34.7      50     1179     416     2405  10.4
3906 weights_run2_700735.pb.gz    :    2290     12     2453.0      6000  40.9      50     2406      94     3500   1.6
3907 weights_run2_57402.pb.gz     :    2289     13     2401.0      6000  40.0      50     2232     338     3430   5.6
3908 weights_run2_591155.pb.gz    :    2289     11     2364.5      6000  39.4      50     1940     849     3211  14.2
3909 weights_run2_590940.pb.gz    :    2289     13     2345.5      6000  39.1      50     2182     327     3491   5.5
3910 weights_run2_591049.pb.gz    :    2289     10     2348.0      6000  39.1      50     1904     888     3208  14.8
3911 weights_run2_700736.pb.gz    :    2289     11     2433.0      6000  40.5      51     2366     134     3500   2.2
3912 weights_run2_700720.pb.gz    :    2289     13     2472.5      6000  41.2      50     2408     129     3463   2.1
3913 weights_run2_591200.pb.gz    :    2289     10     2395.5      6000  39.9      50     1944     903     3153  15.1
3914 weights_run2_590888.pb.gz    :    2289      9     2369.0      6000  39.5      50     2127     484     3389   8.1
3915 weights_run2_700495.pb.gz    :    2289     11     2356.5      6000  39.3      50     2308      97     3595   1.6
3916 weights_run2_590835.pb.gz    :    2289     12     2420.5      6000  40.3      50     1963     915     3122  15.3
3917 weights_run2_700522.pb.gz    :    2289     11     2404.0      6000  40.1      50     2361      86     3553   1.4
3918 weights_run2_700494.pb.gz    :    2289     12     2382.0      6000  39.7      50     2324     116     3560   1.9
3919 weights_run2_700807.pb.gz    :    2289     11     2471.5      6000  41.2      50     2436      71     3493   1.2
3920 weights_run2_700565.pb.gz    :    2289     11     2410.0      6000  40.2      50     2381      58     3561   1.0
3921 weights_run2_591174.pb.gz    :    2289     11     2394.5      6000  39.9      50     1905     979     3116  16.3
3922 weights_run2_590877.pb.gz    :    2289     11     2514.0      6000  41.9      50     2222     584     3194   9.7
3923 weights_run2_591105.pb.gz    :    2289     11     2389.0      6000  39.8      50     1866    1046     3088  17.4
3924 weights_run2_700759.pb.gz    :    2289     11     2318.5      6000  38.6      50     2279      79     3642   1.3
3925 weights_run2_590943.pb.gz    :    2289     11     2414.5      6000  40.2      50     2192     445     3363   7.4
3926 weights_run2_57399.pb.gz     :    2289     12     2399.5      6000  40.0      50     2249     301     3450   5.0
3927 weights_run2_591193.pb.gz    :    2289     10     2393.5      6000  39.9      50     1891    1005     3104  16.8
3928 weights_run2_591120.pb.gz    :    2289     10     2333.0      6000  38.9      50     1857     952     3191  15.9
3929 weights_run2_700743.pb.gz    :    2289     12     2369.5      6000  39.5      50     2332      75     3593   1.3
3930 weights_run2_700785.pb.gz    :    2289     11     2513.0      6000  41.9      50     2494      38     3468   0.6
3931 weights_run2_590864.pb.gz    :    2288     11     2415.0      6000  40.3      50     2067     696     3237  11.6
3932 weights_run2_700738.pb.gz    :    2288     11     2401.5      6000  40.0      50     2365      73     3562   1.2
3933 weights_run2_591180.pb.gz    :    2288     11     2389.5      6000  39.8      50     1916     947     3137  15.8
3934 weights_run2_591181.pb.gz    :    2288     11     2416.0      6000  40.3      50     1875    1082     3043  18.0
3935 weights_run2_590887.pb.gz    :    2288     10     2406.0      6000  40.1      50     2124     564     3312   9.4
3936 weights_run2_701573.pb.gz    :    2288     11     2363.0      6000  39.4      50     2150     426     3424   7.1
3937 weights_run2_591159.pb.gz    :    2288     10     2412.5      6000  40.2      50     1952     921     3127  15.3
3938 weights_run2_700870.pb.gz    :    2288     12     2266.0      6000  37.8      50     2241      50     3709   0.8
3939 weights_run2_590949.pb.gz    :    2288     10     2292.0      6000  38.2      50     2125     334     3541   5.6
3940 weights_run2_591107.pb.gz    :    2288     12     2365.5      6000  39.4      50     1783    1165     3052  19.4
3941 weights_run2_700401.pb.gz    :    2288     13     2390.5      6000  39.8      50     2349      83     3568   1.4
3942 weights_run2_700599.pb.gz    :    2288     11     2489.5      6000  41.5      51     2470      39     3491   0.7
3943 weights_run2_591173.pb.gz    :    2288     10     2389.5      6000  39.8      50     1908     963     3129  16.1
3944 weights_run2_590808.pb.gz    :    2288     12     2375.0      6000  39.6      50     1917     916     3167  15.3
3945 weights_run2_700805.pb.gz    :    2288     11     2482.5      6000  41.4      50     2454      57     3489   0.9
3946 weights_run2_591126.pb.gz    :    2288     10     2328.5      6000  38.8      50     1823    1011     3166  16.9
3947 weights_run3_714140.pb.gz    :    2288     12     2435.5      6000  40.6      50     2398      75     3527   1.3
3948 weights_run2_590890.pb.gz    :    2288     11     2324.0      6000  38.7      50     1910     828     3262  13.8
3949 weights_run2_700547.pb.gz    :    2288     11     2369.5      6000  39.5      50     2346      47     3607   0.8
3950 weights_run2_700520.pb.gz    :    2288     11     2406.0      6000  40.1      51     2357      98     3545   1.6
3951 weights_run2_700796.pb.gz    :    2288     10     2359.0      6000  39.3      50     2319      80     3601   1.3
3952 weights_run2_700415.pb.gz    :    2287     11     2275.5      6000  37.9      51     2232      87     3681   1.4
3953 weights_run2_700632.pb.gz    :    2287     11     2426.0      6000  40.4      50     2401      50     3549   0.8
3954 weights_run2_700833.pb.gz    :    2287     11     2364.5      6000  39.4      50     2322      85     3593   1.4
3955 weights_run2_700488.pb.gz    :    2287     11     2291.0      6000  38.2      50     2240     102     3658   1.7
3956 weights_run2_700815.pb.gz    :    2287     13     2295.5      6000  38.3      50     2255      81     3664   1.4
3957 weights_run2_591175.pb.gz    :    2287     10     2369.5      6000  39.5      50     1889     961     3150  16.0
3958 weights_run2_700615.pb.gz    :    2287     11     2393.0      6000  39.9      50     2366      54     3580   0.9
3959 weights_run2_591179.pb.gz    :    2287     11     2365.0      6000  39.4      50     1902     926     3172  15.4
3960 weights_run2_700623.pb.gz    :    2287     11     2438.5      6000  40.6      50     2417      43     3540   0.7
3961 weights_run2_591113.pb.gz    :    2287     12     2385.5      6000  39.8      50     1786    1199     3015  20.0
3962 weights_run2_700567.pb.gz    :    2287     11     2336.0      6000  38.9      50     2298      76     3626   1.3
3963 weights_run2_590927.pb.gz    :    2287     11     2357.0      6000  39.3      50     2071     572     3357   9.5
3964 weights_run2_700407.pb.gz    :    2287     13     2349.0      6000  39.1      51     2304      90     3606   1.5
3965 weights_run3_714144.pb.gz    :    2287     11     2380.0      6000  39.7      50     2326     108     3566   1.8
3966 weights_run2_701574.pb.gz    :    2287     13     2365.5      6000  39.4      51     2158     415     3427   6.9
3967 weights_run2_700754.pb.gz    :    2287     12     2455.5      6000  40.9      50     2414      83     3503   1.4
3968 weights_run2_700813.pb.gz    :    2287     13     2418.0      6000  40.3      50     2377      82     3541   1.4
3969 weights_run2_590926.pb.gz    :    2287     11     2397.5      6000  40.0      50     2159     477     3364   8.0
3970 weights_run2_590931.pb.gz    :    2287     11     2463.0      6000  41.0      50     2155     616     3229  10.3
3971 weights_run2_700428.pb.gz    :    2287     12     2257.0      6000  37.6      51     2176     162     3662   2.7
3972 weights_run2_700755.pb.gz    :    2287     13     2358.5      6000  39.3      50     2317      83     3600   1.4
3973 weights_run2_700582.pb.gz    :    2287     13     2390.0      6000  39.8      50     2358      64     3578   1.1
3974 weights_run2_590976.pb.gz    :    2286     12     2367.0      6000  39.5      50     1937     860     3203  14.3
3975 weights_run2_591117.pb.gz    :    2286     12     2364.0      6000  39.4      50     1769    1190     3041  19.8
3976 weights_run2_700425.pb.gz    :    2286     11     2284.0      6000  38.1      50     2218     132     3650   2.2
3977 weights_run3_714141.pb.gz    :    2286     12     2332.5      6000  38.9      50     2310      45     3645   0.8
3978 weights_run2_700778.pb.gz    :    2286     12     2338.0      6000  39.0      50     2276     124     3600   2.1
3979 weights_run2_590778.pb.gz    :    2286     11     2439.0      6000  40.6      50     2095     688     3217  11.5
3980 weights_run2_591032.pb.gz    :    2286     12     2315.5      6000  38.6      50     1832     967     3201  16.1
3981 weights_run2_590834.pb.gz    :    2286     12     2452.0      6000  40.9      50     2027     850     3123  14.2
3982 weights_run2_700794.pb.gz    :    2286     12     2368.5      6000  39.5      50     2323      91     3586   1.5
3983 weights_run2_590903.pb.gz    :    2286     11     2475.5      6000  41.3      50     2095     761     3144  12.7
3984 weights_run2_700492.pb.gz    :    2286     12     2322.0      6000  38.7      50     2251     142     3607   2.4
3985 weights_run2_591111.pb.gz    :    2286     11     2340.0      6000  39.0      51     1779    1122     3099  18.7
3986 weights_run2_700832.pb.gz    :    2286     11     2389.0      6000  39.8      50     2327     124     3549   2.1
3987 weights_run2_591160.pb.gz    :    2286     12     2363.0      6000  39.4      50     1925     876     3199  14.6
3988 weights_run2_591198.pb.gz    :    2286     10     2398.0      6000  40.0      50     1936     924     3140  15.4
3989 weights_run2_700529.pb.gz    :    2286     10     2358.0      6000  39.3      50     2324      68     3608   1.1
3990 weights_run2_590795.pb.gz    :    2286     11     2436.0      6000  40.6      50     2258     356     3386   5.9
3991 weights_run2_701583.pb.gz    :    2286     10     2390.0      6000  39.8      50     2239     302     3459   5.0
3992 weights_run2_590936.pb.gz    :    2286     13     2369.5      6000  39.5      50     2058     623     3319  10.4
3993 weights_run2_591172.pb.gz    :    2286     10     2362.5      6000  39.4      50     1913     899     3188  15.0
3994 weights_run2_591196.pb.gz    :    2285     11     2406.5      6000  40.1      50     1900    1013     3087  16.9
3995 weights_run2_591197.pb.gz    :    2285     11     2380.0      6000  39.7      50     1907     946     3147  15.8
3996 weights_run2_700788.pb.gz    :    2285     12     2477.5      6000  41.3      50     2451      53     3496   0.9
3997 weights_run2_700625.pb.gz    :    2285     11     2403.0      6000  40.0      50     2378      50     3572   0.8
3998 weights_run2_700517.pb.gz    :    2285     11     2393.0      6000  39.9      50     2368      50     3582   0.8
3999 weights_run2_700838.pb.gz    :    2285     13     2410.0      6000  40.2      51     2374      72     3554   1.2
4000 weights_run2_700420.pb.gz    :    2285     11     2272.5      6000  37.9      51     2229      87     3684   1.4
4001 weights_run2_590916.pb.gz    :    2285     12     2356.0      6000  39.3      50     1935     842     3223  14.0
4002 weights_run2_590812.pb.gz    :    2285     11     2365.5      6000  39.4      50     1859    1013     3128  16.9
4003 weights_run2_700839.pb.gz    :    2285     13     2354.0      6000  39.2      50     2305      98     3597   1.6
4004 weights_run2_591202.pb.gz    :    2285     11     2331.5      6000  38.9      50     1904     855     3241  14.3
4005 weights_run2_591183.pb.gz    :    2285     10     2420.5      6000  40.3      50     1822    1197     2981  19.9
4006 weights_run2_591128.pb.gz    :    2285     11     2319.0      6000  38.6      50     1847     944     3209  15.7
4007 weights_run2_701597.pb.gz    :    2285     11     2414.5      6000  40.2      51     2278     273     3449   4.5
